date	citation_score	gpt_score	gemini_score	perplexity_score	total_checks	total_citations	new_post	status	strategy	description
2026-03-26	0.00	0.00	0.00	0.00	15	0	posts/2026-03-26-friends-mobiles-vs-ali-links-vs-kmc-best-mobile-shop-in-chakwal.md	baseline	v1	Baseline — 5 of 25 queries checked across 3 AI tools
